16,bool,11,10,1,True,b,B,True,True,",",0,-,0,1000,boolin,boolout,boolrecv,boolsend,-,-,-,c,p,False,0,-1,0,0,,,
17,bytea,11,10,-1,False,b,U,False,True,",",0,-,0,1001,byteain,byteaout,bytearecv,byteasend,-,-,-,i,x,False,0,-1,0,0,,,
18,char,11,10,1,True,b,Z,False,True,",",0,-,0,1002,charin,charout,charrecv,charsend,-,-,-,c,p,False,0,-1,0,0,,,
19,name,11,10,64,False,b,S,False,True,",",0,raw_array_subscript_handler,18,1003,namein,nameout,namerecv,namesend,-,-,-,c,p,False,0,-1,0,950,,,
20,int8,11,10,8,True,b,N,False,True,",",0,-,0,1016,int8in,int8out,int8recv,int8send,-,-,-,d,p,False,0,-1,0,0,,,
21,int2,11,10,2,True,b,N,False,True,",",0,-,0,1005,int2in,int2out,int2recv,int2send,-,-,-,s,p,False,0,-1,0,0,,,
22,int2vector,11,10,-1,False,b,A,False,True,",",0,array_subscript_handler,21,1006,int2vectorin,int2vectorout,int2vectorrecv,int2vectorsend,-,-,-,i,p,False,0,-1,0,0,,,
23,int4,11,10,4,True,b,N,False,True,",",0,-,0,1007,int4in,int4out,int4recv,int4send,-,-,-,i,p,False,0,-1,0,0,,,
24,regproc,11,10,4,True,b,N,False,True,",",0,-,0,1008,regprocin,regprocout,regprocrecv,regprocsend,-,-,-,i,p,False,0,-1,0,0,,,
25,text,11,10,-1,False,b,S,True,True,",",0,-,0,1009,textin,textout,textrecv,textsend,-,-,-,i,x,False,0,-1,0,100,,,
26,oid,11,10,4,True,b,N,True,True,",",0,-,0,1028,oidin,oidout,oidrecv,oidsend,-,-,-,i,p,False,0,-1,0,0,,,
27,tid,11,10,6,False,b,U,False,True,",",0,-,0,1010,tidin,tidout,tidrecv,tidsend,-,-,-,s,p,False,0,-1,0,0,,,
28,xid,11,10,4,True,b,U,False,True,",",0,-,0,1011,xidin,xidout,xidrecv,xidsend,-,-,-,i,p,False,0,-1,0,0,,,
29,cid,11,10,4,True,b,U,False,True,",",0,-,0,1012,cidin,cidout,cidrecv,cidsend,-,-,-,i,p,False,0,-1,0,0,,,
30,oidvector,11,10,-1,False,b,A,False,True,",",0,array_subscript_handler,26,1013,oidvectorin,oidvectorout,oidvectorrecv,oidvectorsend,-,-,-,i,p,False,0,-1,0,0,,,
71,pg_type,11,10,-1,False,c,C,False,True,",",1247,-,0,210,record_in,record_out,record_recv,record_send,-,-,-,d,x,False,0,-1,0,0,,,
75,pg_attribute,11,10,-1,False,c,C,False,True,",",1249,-,0,270,record_in,record_out,record_recv,record_send,-,-,-,d,x,False,0,-1,0,0,,,
81,pg_proc,11,10,-1,False,c,C,False,True,",",1255,-,0,272,record_in,record_out,record_recv,record_send,-,-,-,d,x,False,0,-1,0,0,,,
83,pg_class,11,10,-1,False,c,C,False,True,",",1259,-,0,273,record_in,record_out,record_recv,record_send,-,-,-,d,x,False,0,-1,0,0,,,
114,json,11,10,-1,False,b,U,False,True,",",0,-,0,199,json_in,json_out,json_recv,json_send,-,-,-,i,x,False,0,-1,0,0,,,
142,xml,11,10,-1,False,b,U,False,True,",",0,-,0,143,xml_in,xml_out,xml_recv,xml_send,-,-,-,i,x,False,0,-1,0,0,,,
194,pg_node_tree,11,10,-1,False,b,Z,False,True,",",0,-,0,0,pg_node_tree_in,pg_node_tree_out,pg_node_tree_recv,pg_node_tree_send,-,-,-,i,x,False,0,-1,0,100,,,
3361,pg_ndistinct,11,10,-1,False,b,Z,False,True,",",0,-,0,0,pg_ndistinct_in,pg_ndistinct_out,pg_ndistinct_recv,pg_ndistinct_send,-,-,-,i,x,False,0,-1,0,100,,,
3402,pg_dependencies,11,10,-1,False,b,Z,False,True,",",0,-,0,0,pg_dependencies_in,pg_dependencies_out,pg_dependencies_recv,pg_dependencies_send,-,-,-,i,x,False,0,-1,0,100,,,
5017,pg_mcv_list,11,10,-1,False,b,Z,False,True,",",0,-,0,0,pg_mcv_list_in,pg_mcv_list_out,pg_mcv_list_recv,pg_mcv_list_send,-,-,-,i,x,False,0,-1,0,100,,,
32,pg_ddl_command,11,10,8,True,p,P,False,True,",",0,-,0,0,pg_ddl_command_in,pg_ddl_command_out,pg_ddl_command_recv,pg_ddl_command_send,-,-,-,d,p,False,0,-1,0,0,,,
5069,xid8,11,10,8,True,b,U,False,True,",",0,-,0,271,xid8in,xid8out,xid8recv,xid8send,-,-,-,d,p,False,0,-1,0,0,,,
600,point,11,10,16,False,b,G,False,True,",",0,raw_array_subscript_handler,701,1017,point_in,point_out,point_recv,point_send,-,-,-,d,p,False,0,-1,0,0,,,
601,lseg,11,10,32,False,b,G,False,True,",",0,raw_array_subscript_handler,600,1018,lseg_in,lseg_out,lseg_recv,lseg_send,-,-,-,d,p,False,0,-1,0,0,,,
602,path,11,10,-1,False,b,G,False,True,",",0,-,0,1019,path_in,path_out,path_recv,path_send,-,-,-,d,x,False,0,-1,0,0,,,
